bucket,kind,era,series,rel_day,value
5y,reopen,train,ci_hi,-4,0.6882429442373877
5y,reopen,train,ci_hi,-3,1.1602680467775563
5y,reopen,train,ci_hi,-2,1.0773679385911292
5y,reopen,train,ci_hi,-1,1.273139333057881
5y,reopen,train,ci_hi,0,1.1899385734965902
5y,reopen,train,ci_hi,1,1.4945527447609785
5y,reopen,train,ci_hi,2,1.0906696421378168
5y,reopen,train,ci_hi,3,1.296926151645078
5y,reopen,train,ci_hi,4,1.3960284584299465
5y,reopen,train,ci_hi,5,1.3476912837261446
5y,reopen,train,ci_hi,6,1.225854969684378
5y,reopen,train,ci_hi,7,1.4680354514706735
5y,reopen,train,ci_hi,8,1.450456209825289
5y,reopen,train,ci_hi,9,1.8666828876729125
5y,reopen,train,ci_hi,10,1.8944420270202786
5y,reopen,holdout,mean_xcpi,-10,0.0
5y,reopen,holdout,mean_xcpi,-9,0.13682036223362876
5y,reopen,holdout,mean_xcpi,-8,0.10015565304163146
5y,reopen,holdout,mean_xcpi,-7,0.17177969716780406
5y,reopen,holdout,mean_xcpi,-6,-0.027760347163404975
5y,reopen,holdout,mean_xcpi,-5,0.1572298179534954
5y,reopen,holdout,mean_xcpi,-4,0.10146293122043601
5y,reopen,holdout,mean_xcpi,-3,0.11696052232562204
5y,reopen,holdout,mean_xcpi,-2,0.12082880354903433
5y,reopen,holdout,mean_xcpi,-1,0.13647028956945137
5y,reopen,holdout,mean_xcpi,0,0.05075353530799104
5y,reopen,holdout,mean_xcpi,1,-0.04586323272070189
5y,reopen,holdout,mean_xcpi,2,-0.22493902133841298
5y,reopen,holdout,mean_xcpi,3,-0.12710685596097754
5y,reopen,holdout,mean_xcpi,4,-0.17453056170136214
5y,reopen,holdout,mean_xcpi,5,-0.2789295278881631
5y,reopen,holdout,mean_xcpi,6,-0.2975131650255486
5y,reopen,holdout,mean_xcpi,7,-0.3285051765630797
5y,reopen,holdout,mean_xcpi,8,-0.3116387020358267
5y,reopen,holdout,mean_xcpi,9,-0.15007151895472726
5y,reopen,holdout,mean_xcpi,10,-0.0679575739156541
5y,reopen,holdout,median_xcpi,-10,0.0
5y,reopen,holdout,median_xcpi,-9,0.03267184446684723
5y,reopen,holdout,median_xcpi,-8,0.05661182453786662
5y,reopen,holdout,median_xcpi,-7,0.08694827700497232
5y,reopen,holdout,median_xcpi,-6,-0.10457038570286237
5y,reopen,holdout,median_xcpi,-5,-0.08695375705045638
5y,reopen,holdout,median_xcpi,-4,-0.009909886351155972
5y,reopen,holdout,median_xcpi,-3,0.0337472700566499
5y,reopen,holdout,median_xcpi,-2,0.07759538965909085
5y,reopen,holdout,median_xcpi,-1,0.16407969775391607
5y,reopen,holdout,median_xcpi,0,0.10486934841378304
5y,reopen,holdout,median_xcpi,1,-0.02948278950490879
5y,reopen,holdout,median_xcpi,2,-0.23743919262814162
5y,reopen,holdout,median_xcpi,3,-0.18131312675401245
5y,reopen,holdout,median_xcpi,4,-0.1769676803091813
5y,reopen,holdout,median_xcpi,5,-0.35058747319404704
5y,reopen,holdout,median_xcpi,6,-0.3744067824106243
5y,reopen,holdout,median_xcpi,7,-0.36957034193789706
5y,reopen,holdout,median_xcpi,8,-0.38440621992188406
5y,reopen,holdout,median_xcpi,9,-0.11194134379011134
5y,reopen,holdout,median_xcpi,10,0.16603901353894868
5y,reopen,holdout,mean_raw,-10,0.0
5y,reopen,holdout,mean_raw,-9,0.17967832397899985
5y,reopen,holdout,mean_raw,-8,0.1530267516363362
5y,reopen,holdout,mean_raw,-7,0.24571175087086428
5y,reopen,holdout,mean_raw,-6,0.08865143704991763
5y,reopen,holdout,mean_raw,-5,0.25625159365928535
5y,reopen,holdout,mean_raw,-4,0.20130749732045689
5y,reopen,holdout,mean_raw,-3,0.21680508842564294
5y,reopen,holdout,mean_raw,-2,0.22067336964905526
5y,reopen,holdout,mean_raw,-1,0.23631485566947225
5y,reopen,holdout,mean_raw,0,0.14161709111979767
5y,reopen,holdout,mean_raw,1,0.045000323091104744
5y,reopen,holdout,mean_raw,2,-0.13407546552660637
5y,reopen,holdout,mean_raw,3,-0.036243300149170946
5y,reopen,holdout,mean_raw,4,-0.0836670058895555
5y,reopen,holdout,mean_raw,5,-0.1880659720763565
5y,reopen,holdout,mean_raw,6,-0.20664960921374198
5y,reopen,holdout,mean_raw,7,-0.2376416207512731
5y,reopen,holdout,mean_raw,8,-0.22077514622402017
5y,reopen,holdout,mean_raw,9,-0.05920796314292065
5y,reopen,holdout,mean_raw,10,0.022905981896152505
5y,reopen,holdout,mean_z,-10,0.0
5y,reopen,holdout,mean_z,-9,0.5086777549501482
5y,reopen,holdout,mean_z,-8,0.3733893559258977
5y,reopen,holdout,mean_z,-7,0.5309732169225012
5y,reopen,holdout,mean_z,-6,-0.29834820622535235
5y,reopen,holdout,mean_z,-5,0.5341629905609094
5y,reopen,holdout,mean_z,-4,0.38172722431327344
5y,reopen,holdout,mean_z,-3,0.357704679184719
5y,reopen,holdout,mean_z,-2,0.2972646244598139
5y,reopen,holdout,mean_z,-1,0.34641739494156165
5y,reopen,holdout,mean_z,0,0.0404427335199551
5y,reopen,holdout,mean_z,1,-0.6247557627205411
5y,reopen,holdout,mean_z,2,-1.503123399761736
5y,reopen,holdout,mean_z,3,-0.9663304655839946
5y,reopen,holdout,mean_z,4,-0.6507701610399417
5y,reopen,holdout,mean_z,5,-0.9730343220286033
5y,reopen,holdout,mean_z,6,-1.1493771364937413
5y,reopen,holdout,mean_z,7,-1.2171570599111463
5y,reopen,holdout,mean_z,8,-1.2945975332567212
5y,reopen,holdout,mean_z,9,-0.5260886306723114
5y,reopen,holdout,mean_z,10,-0.15317293097833998
5y,reopen,holdout,ci_lo,-10,0.0
5y,reopen,holdout,ci_lo,-9,-0.036328758595666075
5y,reopen,holdout,ci_lo,-8,-0.15601905649047787
5y,reopen,holdout,ci_lo,-7,-0.09050636754961758
5y,reopen,holdout,ci_lo,-6,-0.32925342523099654
5y,reopen,holdout,ci_lo,-5,-0.16057901337185948
5y,reopen,holdout,ci_lo,-4,-0.23885742950898115
5y,reopen,holdout,ci_lo,-3,-0.2522589559358313
5y,reopen,holdout,ci_lo,-2,-0.26424398849708963
5y,reopen,holdout,ci_lo,-1,-0.2794050902550288
5y,reopen,holdout,ci_lo,0,-0.39026489071086296
5y,reopen,holdout,ci_lo,1,-0.6070885624182359
5y,reopen,holdout,ci_lo,2,-0.8510164235380159
5y,reopen,holdout,ci_lo,3,-0.7445366838645514
5y,reopen,holdout,ci_lo,4,-0.9275005530681969
5y,reopen,holdout,ci_lo,5,-1.0529374262293518
5y,reopen,holdout,ci_lo,6,-1.0170465176053112
5y,reopen,holdout,ci_lo,7,-1.0500673735503254
5y,reopen,holdout,ci_lo,8,-0.9608124119795722
5y,reopen,holdout,ci_lo,9,-0.7591611265837748
5y,reopen,holdout,ci_lo,10,-0.679554222409788
5y,reopen,holdout,ci_hi,-10,0.0
5y,reopen,holdout,ci_hi,-9,0.3816043864239841
5y,reopen,holdout,ci_hi,-8,0.4382613805004716
5y,reopen,holdout,ci_hi,-7,0.507151791824851
5y,reopen,holdout,ci_hi,-6,0.3542583791035116
5y,reopen,holdout,ci_hi,-5,0.5909656474482129
5y,reopen,holdout,ci_hi,-4,0.5426173079273617
5y,reopen,holdout,ci_hi,-3,0.587796561506073
5y,reopen,holdout,ci_hi,-2,0.5990647318053643
5y,reopen,holdout,ci_hi,-1,0.627512906809268
5y,reopen,holdout,ci_hi,0,0.5667174978580354
5y,reopen,holdout,ci_hi,1,0.5908848611858394
5y,reopen,holdout,ci_hi,2,0.4583071658787639
5y,reopen,holdout,ci_hi,3,0.5348154998492457
5y,reopen,holdout,ci_hi,4,0.5715277580580287
5y,reopen,holdout,ci_hi,5,0.4652215580663378
5y,reopen,holdout,ci_hi,6,0.4023403474986359
5y,reopen,holdout,ci_hi,7,0.35536306285842556
5y,reopen,holdout,ci_hi,8,0.32676132214449466
5y,reopen,holdout,ci_hi,9,0.45169445075071446
5y,reopen,holdout,ci_hi,10,0.5188852073510112
